Index,Code,Type,Position,Name,Pos,Class,Order,Limit1,Limit2,Limit3,Level,depend1,depend2,depend3,depend4,depend5,Area1,Area2,Area3,Cool1,Cool2,Cool3,Value1,Value2,Value3,Discount,Sell,Cash1,Cash2,Cash3,Point1,Point2,Point3,Key,AniCode,IconFile,CameraFile,OptionText,ExplainText,KeyText,Description
10,101731,1017,31,UFO 슛,SW,10,17,20,20,20,3,90113101,12353102,0,0,0,52,52,52,160,120,80,0,5,10,100,2,100,100,100,7500,15000,37500,0,20172100,Skill_1017,UI_Skill_Cam1,슈팅 성공 확률 증가,공 소유시 하프라인 넘어서 슈팅 하는 스킬,D or F,애니 없음
11,105112,1051,12,턴 사이드 킥,CF,10,51,20,20,20,3,90201201,90121201,10121201,0,0,1,1,1,80,60,40,10,15,20,100,2,100,100,100,7500,15000,37500,1,20512100,Skill_1051,UI_Skill_Cam1,슈팅 성공 확률 증가,공 소유시 단거리 지역 내에서 슈팅 하는 스킬,키 설정,-
12,105221,1052,21,인스텝 킥,AM,10,52,20,20,20,3,90132102,90122101,0,0,0,2,2,2,80,60,40,0,5,10,100,2,100,100,100,7500,15000,37500,1,20522100,Skill_1052,UI_Skill_Cam1,슈팅 성공 확률 증가,공 소유시 중거리 지역 내에서 슈팅 하는 스킬,키 설정,-
13,105232,1052,32,인스텝 킥,CB,10,52,20,20,20,3,90113202,90233201,19173201,0,0,2,2,2,80,60,40,0,5,10,100,2,100,100,100,7500,15000,37500,1,20522100,Skill_1052,UI_Skill_Cam1,슈팅 성공 확률 증가,공 소유시 중거리 지역 내에서 슈팅 하는 스킬,키 설정,-
14,105312,1053,12,터닝 슛,CF,10,53,20,20,20,3,0,0,0,0,0,1,1,1,120,90,60,0,5,10,100,0,100,100,100,5000,10000,25000,0,20532104,Skill_1053,UI_Skill_Cam1,슈팅 성공 확률 증가,공 소유시 단거리 지역 내에서 슈팅 하는 스킬,D or F,애니 없음
15,111112,1111,12,슬라이딩 킥,CF,11,11,20,20,20,3,90201201,90121202,11341201,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,5000,10000,25000,0,21112100,Skill_1111,UI_Skill_Cam1,슈팅 성공 확률 증가,최하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
16,111113,1111,13,슬라이딩 킥,WF,11,11,20,20,20,3,90201301,90121302,15191301,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,5000,10000,25000,0,21112100,Skill_1111,UI_Skill_Cam1,슈팅 성공 확률 증가,최하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
17,111114,1111,14,슬라이딩 킥,SS,11,11,20,20,20,3,90131402,19131401,15221401,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,5000,10000,25000,0,21112100,Skill_1111,UI_Skill_Cam1,슈팅 성공 확률 증가,최하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
18,111121,1111,21,슬라이딩 킥,AM,11,11,20,20,20,3,90132101,12322101,12332101,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,5000,10000,25000,0,21112100,Skill_1111,UI_Skill_Cam1,슈팅 성공 확률 증가,최하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
19,111221,1112,21,캐논 발리슛,AM,11,12,20,20,20,3,90132102,90122102,10162101,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,5000,10000,25000,0,21122100,Skill_1112,UI_Skill_Cam1,슈팅 성공 확률 증가,최하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
20,111400,1114,0,판타지 스타,-,11,14,20,20,20,3,0,0,0,0,0,1,1,1,30,20,3,10,20,30,100,0,100,100,100,7500,15000,37500,0,0,Skill_1114,UI_Skill_Cam1,슈팅 성공 확률 증가,슈팅 성공 확률 증가,D or F 입력 후 자동 발동,-
21,112110,1121,10,슬립 다운 킥,FW,11,21,7,11,11,3,90241001,10111001,11321001,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,2000,4000,10000,0,21212200,Skill_1121,UI_Skill_Cam1,슈팅 성공 확률 증가,하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
22,112121,1121,21,슬립 다운 킥,AM,11,21,20,20,20,3,90132101,12322101,12332101,11112101,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,5000,10000,25000,0,21212200,Skill_1121,UI_Skill_Cam1,슈팅 성공 확률 증가,하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
23,112122,1121,22,슬립 다운 킥,CM,11,21,20,20,20,3,90222201,12352202,0,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,6250,12500,31250,0,21212200,Skill_1121,UI_Skill_Cam1,슈팅 성공 확률 증가,하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
24,112214,1122,14,파워 발리슛,SS,11,22,20,20,20,3,90131401,12321401,12341402,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,5000,10000,25000,0,21222200,Skill_1122,UI_Skill_Cam1,슈팅 성공 확률 증가,하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,-
25,112222,1122,22,파워 발리슛,CM,11,22,20,20,20,3,90222201,12352202,11212201,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,6250,12500,31250,0,21222200,Skill_1122,UI_Skill_Cam1,슈팅 성공 확률 증가,하단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,-
26,113210,1132,10,시저스 킥,FW,11,32,7,11,11,3,90241001,10111001,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,2000,4000,10000,0,21322302,Skill_1132,UI_Skill_Cam1,슈팅 성공 확률 증가,중단 옆방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
27,113220,1132,20,시저스 킥,MF,11,32,7,11,11,3,12112001,90242001,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,2000,4000,10000,0,21322302,Skill_1132,UI_Skill_Cam1,슈팅 성공 확률 증가,중단 옆방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
28,113311,1133,11,로켓 헤딩 슛,ST,11,33,20,20,20,3,90131102,15221101,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,5000,10000,25000,0,21332300,Skill_1133,UI_Skill_Cam1,슈팅 성공 확률 증가,중단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
29,113412,1134,12,드랍 슛,CF,11,34,20,20,20,3,90201201,90121202,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21342300,Skill_1134,UI_Skill_Cam1,슈팅 성공 확률 증가,중단 옆방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
30,113413,1134,13,드랍 슛,WF,11,34,20,20,20,3,90201301,90121301,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21342300,Skill_1134,UI_Skill_Cam1,슈팅 성공 확률 증가,중단 옆방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
31,114211,1142,11,에드밀손 킥,ST,11,42,20,20,20,3,90201101,90121101,10121102,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21422404,Skill_1142,UI_Skill_Cam1,슈팅 성공 확률 증가,중단 옆방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
32,114214,1142,14,에드밀손 킥,SS,11,42,20,20,20,3,90201401,90121402,10121402,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21422404,Skill_1142,UI_Skill_Cam1,슈팅 성공 확률 증가,중단 옆방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
33,114221,1142,21,에드밀손 킥,AM,11,42,20,20,20,3,90132102,90122101,10522101,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21422404,Skill_1142,UI_Skill_Cam1,슈팅 성공 확률 증가,중단 옆방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
34,115100,1151,0,헤드 트래핑 슛,-,11,51,20,20,20,3,0,0,0,0,0,1,1,1,30,20,3,20,30,40,100,0,100,100,100,7500,15000,37500,0,21512500,Skill_1151,UI_Skill_Cam1,슈팅 성공 확률 증가,슈팅 성공 확률 증가,D or F 입력 후 자동 발동,애니 없음
35,116112,1161,12,스콜피온 킥,CF,11,61,20,20,20,3,90211201,12321201,12331201,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21612600,Skill_1161,UI_Skill_Cam1,슈팅 성공 확률 증가,상단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
36,116113,1161,13,스콜피온 킥,WF,11,61,20,20,20,3,90201301,90121301,11341301,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21612600,Skill_1161,UI_Skill_Cam1,슈팅 성공 확률 증가,상단 앞방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
37,116211,1162,11,사이드 헤드 슛,ST,11,62,20,20,20,3,90131101,19131101,13021101,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,5000,10000,25000,0,21622600,Skill_1162,UI_Skill_Cam1,슈팅 성공 확률 증가,상단 옆방향의 공을 다이렉트로 슈팅 하는 스킬,D or F 입력 후 자동 발동,구현
38,116314,1163,14,섬머 솔트 킥,SS,11,63,20,20,20,3,90201401,90121402,10121401,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,5000,10000,25000,0,21632604,Skill_1163,UI_Skill_Cam1,슈팅 성공 확률 증가,상단 뒷방향의 공을 다이렉트로 슈팅하는 스킬,D or F 입력 후 자동 발동,구현
39,116321,1163,21,섬머 솔트 킥,AM,11,63,20,20,20,3,90142101,15172101,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21632604,Skill_1163,UI_Skill_Cam1,슈팅 성공 확률 증가,상단 뒷방향의 공을 다이렉트로 슈팅하는 스킬,D or F 입력 후 자동 발동,구현
40,116322,1163,22,섬머 솔트 킥,CM,11,63,20,20,20,3,90222201,12352201,13122201,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21632604,Skill_1163,UI_Skill_Cam1,슈팅 성공 확률 증가,상단 뒷방향의 공을 다이렉트로 슈팅하는 스킬,D or F 입력 후 자동 발동,구현
41,117111,1171,11,로테이트 슛,ST,11,71,20,20,20,3,90201101,90121101,10121101,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21712700,Skill_1171,UI_Skill_Cam1,슈팅 성공 확률 증가,고점 앞방향의 공을 다이렉트로 슈팅,D or F 입력 후 자동 발동,구현
42,118111,1181,11,플라잉 슛,ST,11,81,20,20,20,3,90131102,15221101,11331101,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,7500,15000,37500,0,21812800,Skill_1181,UI_Skill_Cam1,슈팅 성공 확률 증가,최고점 앞방향의 공을 다이렉트로 슈팅,D or F 입력 후 자동 발동,-
43,118233,1182,33,백 어택,SP,11,82,20,20,20,3,90113301,19153302,0,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,7500,15000,37500,0,21822800,Skill_1182,UI_Skill_Cam1,슈팅 성공 확률 증가,최고점 앞방향의 공을 다이렉트로 슈팅,D or F 입력 후 자동 발동,-
44,121110,1211,10,스텝 오버,FW,12,11,5,11,11,3,0,0,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,1000,2000,5000,0,30112100,Skill_1211,UI_Skill_Cam1,회피 성공 확률 증가,앞방향으로 전진하면서 드리블 하는 스킬,E + ↑,구현/아이콘
45,121120,1211,20,스텝 오버,MF,12,11,5,11,11,3,0,0,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,3000,6000,15000,0,30112100,Skill_1211,UI_Skill_Cam1,회피 성공 확률 증가,앞방향으로 전진하면서 드리블 하는 스킬,E + ↑,구현/아이콘
46,121130,1211,30,스텝 오버,DF,12,11,5,11,11,3,0,0,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,3000,6000,15000,0,30112100,Skill_1211,UI_Skill_Cam1,회피 성공 확률 증가,앞방향으로 전진하면서 드리블 하는 스킬,E + ↑,구현/아이콘
47,121211,1212,11,숏스텝 오버,ST,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,회피 성공 확률 증가,앞방향으로 짧게 전진하면서 드리블 하는 스킬,E + ↑,구현
48,121212,1212,12,숏스텝 오버,CF,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,회피 성공 확률 증가,앞방향으로 짧게 전진하면서 드리블 하는 스킬,E + ↑,구현
49,121213,1212,13,숏스텝 오버,WF,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,회피 성공 확률 증가,앞방향으로 짧게 전진하면서 드리블 하는 스킬,E + ↑,구현
50,121214,1212,14,숏스텝 오버,SS,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,회피 성공 확률 증가,앞방향으로 짧게 전진하면서 드리블 하는 스킬,E + ↑,구현
51,121221,1212,21,숏스텝 오버,AM,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,회피 성공 확률 증가,앞방향으로 짧게 전진하면서 드리블 하는 스킬,E + ↑,구현
52,122110,1221,10,멕시칸 점프,FW,12,21,7,11,11,3,12111001,90251001,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,2000,4000,10000,0,31212100,Skill_1221,UI_Skill_Cam1,회피 성공 확률 증가,공을 잡고 점프하면서 드리블 하는 스킬,W,구현
53,122120,1221,20,멕시칸 점프,MF,12,21,7,11,11,3,12112002,19182001,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,2000,4000,10000,0,31212100,Skill_1221,UI_Skill_Cam1,회피 성공 확률 증가,공을 잡고 점프하면서 드리블 하는 스킬,W,구현
54,122130,1221,30,멕시칸 점프,DF,12,21,7,11,11,3,12113001,90253001,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,3000,6000,15000,0,31212100,Skill_1221,UI_Skill_Cam1,회피 성공 확률 증가,공을 잡고 점프하면서 드리블 하는 스킬,W,구현
55,122221,1222,21,래빗 점프,-,12,22,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,7500,15000,37500,0,31222100,Skill_1222,UI_Skill_Cam1,회피 성공 확률 증가,공을 잡고 점프하면서 드리블 하는 스킬,W,구현
56,123110,1231,10,펜텀,FW,12,31,7,11,11,3,12111002,19181001,19111001,0,0,0,0,0,13,10,7,0,5,10,100,2,100,100,100,1000,2000,5000,0,32312101,Skill_1231,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 전진하면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
57,123120,1231,20,펜텀,MF,12,31,7,11,11,3,12112002,19182001,12212001,0,0,0,0,0,13,10,7,0,5,10,100,2,100,100,100,2000,4000,10000,0,32312101,Skill_1231,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 전진하면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
58,123130,1231,30,펜텀,DF,12,31,7,11,11,3,12113002,19183001,0,0,0,0,0,0,13,10,7,0,5,10,100,2,100,100,100,3000,6000,15000,0,32312101,Skill_1231,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 전진하면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
59,123211,1232,11,마르세이유 룰렛,ST,12,32,20,20,20,3,12351102,15191101,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,6250,12500,31250,0,32322101,Skill_1232,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 회전하면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
60,123212,1232,12,마르세이유 룰렛,CF,12,32,20,20,20,3,90211201,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32322101,Skill_1232,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 회전하면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
61,123213,1232,13,마르세이유 룰렛,WF,12,32,20,20,20,3,90211301,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32322101,Skill_1232,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 회전하면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
62,123214,1232,14,마르세이유 룰렛,SS,12,32,20,20,20,3,90131401,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32322101,Skill_1232,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 회전하면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
63,123221,1232,21,마르세이유 룰렛,AM,12,32,20,20,20,3,90132101,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32322101,Skill_1232,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 회전하면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
64,123223,1232,23,마르세이유 룰렛,SM,12,32,20,20,20,3,90142301,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,6250,12500,31250,0,32322101,Skill_1232,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 회전하면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
65,123312,1233,12,더블 룰렛,CF,12,33,20,20,20,3,90211201,12321201,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,7500,15000,37500,0,32332101,Skill_1233,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 두번 꺾어 드리블 하는 스킬,E + ← or E + →,구현/아이콘
66,123321,1233,21,더블 룰렛,AM,12,33,20,20,20,3,90132101,12322101,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32332101,Skill_1233,UI_Skill_Cam1,회피 성공 확률 증가,대각선 방향으로 두번 꺾어 드리블 하는 스킬,E + ← or E + →,구현/아이콘
67,123412,1234,12,플립플랩,CF,12,34,20,20,20,3,90211201,12321201,12331202,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32342101,Skill_1234,UI_Skill_Cam1,회피 성공 확률 증가,좌우로 흔들면서 드리블 하는 스킬,E + ← or E + →,구현
68,123413,1234,13,플립플랩,WF,12,34,20,20,20,3,90211301,12321301,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32342101,Skill_1234,UI_Skill_Cam1,회피 성공 확률 증가,좌우로 흔들면서 드리블 하는 스킬,E + ← or E + →,구현
69,123414,1234,14,플립플랩,SS,12,34,20,20,20,3,90131401,12321401,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32342101,Skill_1234,UI_Skill_Cam1,회피 성공 확률 증가,좌우로 흔들면서 드리블 하는 스킬,E + ← or E + →,구현
70,123511,1235,11,사이드 스텝,ST,12,35,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32352101,Skill_1235,UI_Skill_Cam1,회피 성공 확률 증가,옆방향으로 빠지면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
71,123522,1235,22,사이드 스텝,CM,12,35,20,20,20,3,90222201,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32352101,Skill_1235,UI_Skill_Cam1,회피 성공 확률 증가,옆방향으로 빠지면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
72,123524,1235,24,사이드 스텝,DM,12,35,20,20,20,3,90112401,19122401,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,6250,12500,31250,0,32352101,Skill_1235,UI_Skill_Cam1,회피 성공 확률 증가,옆방향으로 빠지면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
73,123531,1235,31,사이드 스텝,SW,12,35,20,20,20,3,90113101,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,6250,12500,31250,0,32352101,Skill_1235,UI_Skill_Cam1,회피 성공 확률 증가,옆방향으로 빠지면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
74,123532,1235,32,사이드 스텝,CB,12,35,20,20,20,3,90113201,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32352101,Skill_1235,UI_Skill_Cam1,회피 성공 확률 증가,옆방향으로 빠지면서 드리블 하는 스킬,E + ← or E + →,구현/아이콘
75,124110,1241,10,백 드리블,FW,12,41,7,11,11,3,12111002,19181002,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,2000,4000,10000,0,32412104,Skill_1241,UI_Skill_Cam1,회피 성공 확률 증가,뒷방향으로 이동하면서 드리블 하는 스킬,E + ↓,구현/아이콘
76,124120,1241,20,백 드리블,MF,12,41,7,11,11,3,12112002,19182002,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,2000,4000,10000,0,32412104,Skill_1241,UI_Skill_Cam1,회피 성공 확률 증가,뒷방향으로 이동하면서 드리블 하는 스킬,E + ↓,구현/아이콘
77,124130,1241,30,백 드리블,DF,12,41,7,11,11,3,90263001,0,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,2000,4000,10000,0,32412104,Skill_1241,UI_Skill_Cam1,회피 성공 확률 증가,뒷방향으로 이동하면서 드리블 하는 스킬,E + ↓,구현/아이콘
78,130110,1301,10,스틸 커팅,FW,13,1,7,11,11,3,0,0,0,0,0,0,0,0,6,4,2,0,0.2,0.4,100,2,100,100,100,3000,6000,15000,0,41011100,Skill_1301,UI_Skill_Cam1,커팅 범위 증가,낮은 높이의 움직이는 공을 스틸로 차단하는 스킬,E,구현
79,130120,1301,20,스틸 커팅,MF,13,1,7,11,11,3,19112001,0,0,0,0,0,0,0,6,4,2,0,0.2,0.4,100,2,100,100,100,1000,2000,5000,0,41011100,Skill_1301,UI_Skill_Cam1,커팅 범위 증가,낮은 높이의 움직이는 공을 스틸로 차단하는 스킬,E,구현
80,130130,1301,30,스틸 커팅,DF,13,1,7,11,11,3,19113001,0,0,0,0,0,0,0,6,4,2,0,0.2,0.4,100,2,100,100,100,2000,4000,10000,0,41011100,Skill_1301,UI_Skill_Cam1,커팅 범위 증가,낮은 높이의 움직이는 공을 스틸로 차단하는 스킬,E,구현
81,130211,1302,11,하이 스틸 커팅,ST,13,2,20,20,20,3,90131101,19131101,0,0,0,0,0,0,6,4,2,0,0.2,0.4,100,2,100,100,100,7500,15000,37500,0,41011200,Skill_1302,UI_Skill_Cam1,커팅 범위 증가,높은 높이의 움직이는 공을 스틸로 차단하는 스킬,E,구현
82,130212,1302,12,하이 스틸 커팅,CF,13,2,20,20,20,3,15151201,15221202,0,0,0,0,0,0,6,4,2,0,0.2,0.4,100,2,100,100,100,7500,15000,37500,0,41011200,Skill_1302,UI_Skill_Cam1,커팅 범위 증가,높은 높이의 움직이는 공을 스틸로 차단하는 스킬,E,구현
