Code,Message
500213,%s님께 %s을 발송하였습니다. 선물 배달은 최소 1시간이 걸릴 수 있습니다.
500214,받는 사람의 이름이 정확하지 않습니다.
500215,받는 사람의 선물함에 빈 공간이 없습니다. 선물함 발송에 실패하였습니다.
500216,닉네임이 변경 되었습니다.
500217,아이템을 사용하시겠습니까?  (주의 : 사용한 아이템은 복구되지 않습니다.)
500218,아이템을 사용하였습니다.
500219,%s번 방으로 %s님이 초대 하셨습니다.
4,코드내 메시지 관련
900001,%s님께서 %03d방으로 초대 하셨습니다.
900002,%s님께서 %03d방으로 초대 하셨습니다. 초대내용 : %s
900003,연습서버
900004,일반전 서버
900005,팀전 서버
900006,클럽전 서버
900007,토너먼트 서버
900008,대회 서버
900009,방 설정 보기
900010,방 설정
900011,스킬 명 : %s\
900012,강화 레벨 : %d
900013,트레이닝 명 : %s\
900014,현재 보유 트레이닝 레벨 : %d
900015,[사용키] %s
900016,%.1f초
900017,스킬 구매
900018,트레이닝 구매
900019,세레모니 구매
900020,보유 포인트
900021,구입 포인트
900022,구매후 남은 포인트
900023,포인트
900024,보유 코인
900025,구입 코인
900026,구매후 남은 코인
900027,코인
900028,어서오세요~!
900029,아이템 명 : %s\
900030,옵션 %d : %s\
900031,아이템 구매
900032,선물 하기
900033,교환 하기
900034,스킬 구매
900035,옵션 없음
900036,남자
900037,여자
900038,%d 레벨
900039,없음
900040,XKick 접속 시간 : %s
900041,현재 시간 : %s
900042,토너먼트 남은시간 : %s
900043,클럽매치 남은시간 : %s
900044,골든타임 남은시간 : %s
900045,[귓속말]
900046,[클럽]
900047,키입력
900048,[설  명] %s
900049,리베로
900050,없음
900051,입문
900052,미숙
900053,적응
900054,숙련
900055,노련
900056,완벽
900057,퀘스트 %03d
900058,%d 레벨
900059,%d 명
900060,반복 불가능
900061,반복 가능
900062,선행퀘스트 : %s
900063,내 정보
900064,유저 정보
900065,보유스킬
900066,보유훈련
900067,보유세레머니
900068,캐릭터 중심
900069,"캐릭터, 볼 중심"
900070,볼 중심
900071,지역
900072,미지정
900073,도배방지 : 10초동안 채팅금지!(%d)
900074,%02d개의 파일이 검색되었습니다.
900075,안녕? 반가워요. X-KICK에 오신 것을 진심으로 환영해요.\실전으로 가기 전에 잠시 체크 할 것이 있어요. 날 따라오도록 해요.
900076,X-KICK은 성장에 따라 포지션을 결정하죠.\어떤 포지션들이 있는지 한 번 보도록 할까요?
900077,이번에는 그라운드를 보고\공격과 수비 지역에 대해서 알아보는 시간이에요.
900078,이 곳은 단거리슛과 헤딩슛이 가능한 지역이에요.\단거리슛 특성치가 높은 FW가 골을 성공 할 확률이 높은 지역이죠.
900079,이 곳은 중거리슛이 가능한 지역이에요.\중거리슛 특성치가 높은 MF가 골을 성공 할 확률이 높은 지역이죠.
900080,이 곳은 공중 볼 경합을 위해 공을 띄워주는 크로스 지역이에요.\크로스 특성치가 높을수록 강력한 크로스가 가능해요.
900081,"이번에는 수비 지역이에요.\태클, 스틸과 같은 수비 스킬은 모든 지역에서 발동이 가능하지만\걷어내기는 노란 지역에서만 가능해요."
900082,마지막으로 우리 X-KICK에서 사용하는 키에 대해서 알아보도록 해요.
900083,이후에도 게임 옵션을 통해서 직접 키 셋팅이 가능하니까 손에 익지 않는 키여도\너무 걱정하지 않아도 되요~!
900084,가이드 퀘스트
900085,조작 퀘스트
900086,팀 퀘스트
900087,전포지션
900088,수행 조건 없음
900089,인벤토리가\꽉 찼습니다.
900090,카드 받을 조건이\되지 않습니다.
900091,%c 랭크
900092,크레딧이 부족합니다
900093,[ 득점 : %d ]
900094,[ 어시스트 : %d ]
900095,추천 포지션 : %s
900096,『%s』님은 슛에 일가견이 있으시네요!\FW 포지션이 어떠신가요?\공격을 전담해서 골을 기록하는 포지션이죠. 멋지지 않나요?
900097,『%s』님은 패스에 일가견이 있으시네요!\MF 포지션이 어떠신가요?\팀의 공격과 수비 모두에 관여하는 똑똑한 살림꾼 역할이죠?
900098,『%s』님은 수비능력이 뛰어나세요!\DF 포지션이 어떠신가요?\팀을 실점의 위기에서 구해내는 포지션이죠. 신나지 않나요?
900099,세레모니 명 : %s
900100,스킬 레벨 %d
900101,남은 강화 횟수 %d
900102,강화에 성공하였습니다.
900103,"앞으로 가장 기본이 될 부분부터 연습하도록 하죠.\슛과 롱패스, 스루패스는 힘의 조절이 필요해요.\내가 하는 것을 잘 보고 따라하도록 해요."
900104,"자, 어렵지 않아요. 한 번 직접 해보도록 해요!!\공을 소유한 상태에서 A나 D, F 키를 한번 누르면 게이지가 올라가고\다시 한번 더 누르면 게이지가 멈춰 공을 차게 됩니다."
900105,와우!\어렵지 않죠? 정말 잘했어요.\다음으로 넘어가 볼까요?
900106,음 그게 아니에요..\조금 더 집중해서 다시 해봐요.\내 시범을 다시 보겠어요?
900107,승리의 필수 조건! 그건 바로 골이겠죠~\정확하고 강한 슛을 위해서 연습을 하기로 해요.\내가 하는걸 잘 봐요~
900108,"자, 어렵지 않아요 한 번 직접 해보도록 해요!!\공을 소유한 상태에서 D나 F 키를 한번 누르면 게이지가 올라가고\다시 한번 더 누르면 게이지가 멈춰 공을 차게 됩니다."
900109,축구의 기본은 누가 뭐래도 바로 패스!!\그 중에서도 간단하게 할 수 있는 숏패스를 해보도록 해요.\자 이번에도 내가 먼저 시범을 보일께요.
900110,"자, 어렵지 않아요. 한 번 직접 해보도록 해요!!"
900111,공격만큼이나 수비도 중요하겠죠?\상대방의 공을 뺏을 수 있는 강력한 태클~\슬라이딩에 대한 두렵움만 없다면 얼마든지 성공할 수 있어요.\이렇게요!
900112,파란색 화살표까지 게이지를 맞춰보세요.
900113,골대 안에 보여지는 키에 맞춰 골을 성공시켜 보세요.
900114,공을 소유한 상태에서 S키 또는 A키를 이용해서 AI에게 공을 패스해 보세요.
900115,공을 소유한 AI에게 Q키를 이용해서 태클해 보세요.
900116,보상아이템 : %s
900117,"1차 전직에 대해서 알아보죠.\5레벨이 되면 각자의 성향에 따라\공격, 미들, 수비 중 하나의 포지션으로 전직 할 수 있어요.\20레벨에서는 더욱 세분화 된 포지션으로 전직도 가능해요."
900118,캐릭터의 포지션과 레벨에 따라서\\능력치와 사용 할 수 있는 스킬이 다르다는 것을 명심하도록 해요.
900119,우선 공격 지역에 대해서 알아보기로 해요.
900120,이 정도면 X-KICK에 대한 간단한 지식 정도는 공부가 된 듯 하네요.\\이제 실전으로 넘어가 보도록 할까요?
900121,지금 보이는 것이 X-KICK에서 기본적으로 사용하는 키에요.
900122,수고하셨어요. 마지막 퀘스트만 남았네요. 마지막 퀘스트는 지금까지 배웠던 내용을 AI들과 경기를 통해서 실전 감각을 쌓아 보는 퀘스트 이에요. 자 준비되었나요?
900123,%d초 후 창이 닫힙니다.
900124,[팀채팅]%s: %s
900125,[귓속말]To %s: %s
900126,[귓속말]From %s: %s
900127,[클럽]%s: %s
900128,[공지사항]
900129,경험치 + %d
900130,Level %d 달성을\축하드립니다.
900131,"보너스 능력 포인트가 존재하고, 새롭게 배울스킬이 존재합니다."
900132,%s 님
900133,게임 화면 변경은 프로그램이 재시작 되어야 정상 적용 됩니다. 프로그램을 종료하시겟습니까?
900134,1024/768 미만의 해상도는 화면이 정상적으로 표현이 안될수도 있습니다. 변경하시겠습니까?
900135,경기 후 보상을 받을 수 있습니다
900136,50 캐시가 사용됩니다.
900137,주의 : 욕설 및 타인을 비방하는 문구는 삼가해주세요.
900138,전광판 공지
900139,%s아이템을 %s가격으로 되파시겠습니까? (주의 : 판매된 아이템은 복구되지 않습니다.)
900140,새롭게 변경한 이름을 기입해주세요.
