Index,Code,Type,Order,Design,Color,Name,Rate,Wear,Company,Gender,Brand,Divest,Limit,Exchange,Inchant,Sum,Gift,Parcel,Free,New,Event,Amount,Discount,Sell,Cash,Point,Option1,Option2,Option3,Option4,Option5,IconFile10,IconFile20,MeshFile10,MeshFile20,EnvironFile10,EnvironFile20,TextureFile11,TextureFile12,TextureFile13,TextureFile21,TextureFile22,Description
14,103101101,103,101,1,1,Thunder ,20,2,0,0,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2000,0,0,0,0,0,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101_D1_C1,[Usage] Put on / Take off an item.
15,103101201,103,101,2,1,Jaws,20,2,0,0,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,1500,0,0,0,0,0,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101_D2_C1,[Usage] Put on / Take off an item.
16,103101301,103,101,3,1,Snake,20,2,0,0,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,1500,0,0,0,0,0,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101_D3_C1,[Usage] Put on / Take off an item.
17,103101401,103,101,4,1,Band Aid,20,2,0,0,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,1500,0,0,0,0,0,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101_D4_C1,[Usage] Put on / Take off an item.
18,201001101,201,1,1,1,Basic Top for Man,0,3,0,1,0,0,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,Shirts11_1_D1_C1,-,Shirts10_1,-,-,-,Shirts11_1_D1_C1,Shirts12_1_D1_C1,Shirts13_1_D1_C1,-,-,[Usage] Put on / Take off an item.
19,201001102,201,1,1,2,Basic Top for Man,0,3,0,1,0,0,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,Shirts11_1_D1_C2,-,Shirts10_1,-,-,-,Shirts11_1_D1_C2,Shirts12_1_D1_C2,Shirts13_1_D1_C2,-,-,[Usage] Put on / Take off an item.
20,201001103,201,1,1,3,Basic Top for Man,0,3,0,1,0,0,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,Shirts11_1_D1_C3,-,Shirts10_1,-,-,-,Shirts11_1_D1_C3,Shirts12_1_D1_C3,Shirts13_1_D1_C3,-,-,[Usage] Put on / Take off an item.
21,201002101,201,2,1,1,Basic Top for Woman,0,3,0,2,0,0,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,-,Shirts21_2_D1_C1,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C1,Shirts22_2_D1_C1,[Usage] Put on / Take off an item.
22,201002102,201,2,1,2,Basic Top for Woman,0,3,0,2,0,0,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,-,Shirts21_2_D1_C2,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C2,Shirts22_2_D1_C2,[Usage] Put on / Take off an item.
23,201002103,201,2,1,3,Basic Top for Woman,0,3,0,2,0,0,0,120,0,0,0,0,1,0,0,65535,100,2,1000,1000,0,0,0,0,0,-,Shirts21_2_D1_C3,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C3,Shirts22_2_D1_C3,[Usage] Put on / Take off an item.
24,201002191,201,2,1,91,Basic Top for Woman,0,3,0,2,0,0,0,120,0,0,0,0,1,0,0,65535,100,0,1000,1000,0,0,0,0,0,-,Shirts21_2_D1_C91,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C91,Shirts22_2_D1_C91,[Usage] Put on / Take off an item.
25,201002192,201,2,1,92,Basic Top for Woman,0,3,0,2,0,0,0,120,0,0,0,0,1,0,0,65535,100,0,1000,1000,0,0,0,0,0,-,Shirts21_2_D1_C92,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C92,Shirts22_2_D1_C92,[Usage] Put on / Take off an item.
26,201002193,201,2,1,93,Basic Top for Woman,0,3,0,2,0,0,0,120,0,0,0,0,1,0,0,65535,100,0,1000,1000,0,0,0,0,0,-,Shirts21_2_D1_C93,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C93,Shirts22_2_D1_C93,[Usage] Put on / Take off an item.
27,201101101,201,101,1,1,Hooded Jacket,20,3,0,1,0,102401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_101_D1_C1,-,Shirts10_101,-,-,-,Shirts11_101_D1_C1,Shirts12_101_D1_C1,Shirts13_101_D1_C1,-,-,[Usage] Put on / Take off an item.
28,201101102,201,101,1,2,Hooded Jacket,20,3,0,1,0,102401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_101_D1_C2,-,Shirts10_101,-,-,-,Shirts11_101_D1_C2,Shirts12_101_D1_C2,Shirts13_101_D1_C2,-,-,[Usage] Put on / Take off an item.
29,201101103,201,101,1,3,Hooded Jacket,20,3,0,1,0,102401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_101_D1_C3,-,Shirts10_101,-,-,-,Shirts11_101_D1_C3,Shirts12_101_D1_C3,Shirts13_101_D1_C3,-,-,[Usage] Put on / Take off an item.
30,201102101,201,102,1,1,Collar Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,-,Shirts21_102_D1_C1,-,Shirts20_102,-,-,-,-,-,Shirts21_102_D1_C1,Shirts22_102_D1_C1,[Usage] Put on / Take off an item.
31,201103101,201,103,1,1,Skull Printed T-shirts,20,3,0,1,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_103_D1_C1,-,Shirts10_103,-,-,-,Shirts11_103_D1_C1,Shirts12_103_D1_C1,Shirts13_103_D1_C1,-,-,[Usage] Put on / Take off an item.
32,201103102,201,103,1,2,Skull Printed T-shirts,20,3,0,1,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_103_D1_C2,-,Shirts10_103,-,-,-,Shirts11_103_D1_C2,Shirts12_103_D1_C2,Shirts13_103_D1_C2,-,-,[Usage] Put on / Take off an item.
33,201103103,201,103,1,3,Skull Printed T-shirts,20,3,0,1,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_103_D1_C3,-,Shirts10_103,-,-,-,Shirts11_103_D1_C3,Shirts12_103_D1_C3,Shirts13_103_D1_C3,-,-,[Usage] Put on / Take off an item.
34,201104101,201,104,1,1,Shining Silver Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,-,Shirts21_104_D1_C1,-,Shirts20_104,-,-,-,-,-,Shirts21_104_D1_C1,Shirts22_104_D1_C1,[Usage] Put on / Take off an item.
35,201104191,201,104,1,91,Shining Silver Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,0,1000,2500,0,0,0,0,0,-,Shirts21_104_D1_C91,-,Shirts20_104,-,-,-,-,-,Shirts21_104_D1_C91,Shirts22_104_D1_C91,[Usage] Put on / Take off an item.
36,201105101,201,105,1,1,Point Training Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_105_D1_C1,-,Shirts10_105,-,-,-,Shirts11_105_D1_C1,Shirts11_105_D1_C1,Shirts11_105_D1_C1,-,-,[Usage] Put on / Take off an item.
37,201105102,201,105,1,2,Point Training Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_105_D1_C2,-,Shirts10_105,-,-,-,Shirts11_105_D1_C2,Shirts11_105_D1_C2,Shirts11_105_D1_C2,-,-,[Usage] Put on / Take off an item.
38,201105103,201,105,1,3,Point Training Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_105_D1_C3,-,Shirts10_105,-,-,-,Shirts11_105_D1_C3,Shirts11_105_D1_C3,Shirts11_105_D1_C3,-,-,[Usage] Put on / Take off an item.
39,201106101,201,106,1,1,Pink Point Jacket,20,3,0,2,0,303402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,-,Shirts21_106_D1_C1,-,Shirts20_106,-,-,-,-,-,Shirts21_106_D1_C1,Shirts22_106_D1_C1,[Usage] Put on / Take off an item.
40,201106191,201,106,1,91,Pink Point Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,0,1000,2500,0,0,0,0,0,-,Shirts21_106_D1_C91,-,Shirts20_106,-,-,-,-,-,Shirts21_106_D1_C91,Shirts22_106_D1_C91,[Usage] Put on / Take off an item.
41,201107101,201,107,1,1,L/S Y-shirt,20,3,0,1,0,401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,Shirts11_107_D1_C1,-,Shirts10_107,-,-,-,Shirts11_107_D1_C1,Shirts12_107_D1_C1,Shirts13_107_D1_C1,-,-,[Usage] Put on / Take off an item.
42,201107102,201,107,1,2,L/S Y-shirt,20,3,0,1,0,401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,Shirts11_107_D1_C2,-,Shirts10_107,-,-,-,Shirts11_107_D1_C2,Shirts12_107_D1_C2,Shirts13_107_D1_C2,-,-,[Usage] Put on / Take off an item.
43,201107103,201,107,1,3,L/S Y-shirt,20,3,0,1,0,401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,Shirts11_107_D1_C3,-,Shirts10_107,-,-,-,Shirts11_107_D1_C3,Shirts12_107_D1_C3,Shirts13_107_D1_C3,-,-,[Usage] Put on / Take off an item.
44,201108101,201,108,1,1,Drak bruin padding hooded,20,3,0,2,0,401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,-,Shirts21_108_D1_C1,-,Shirts20_108,-,-,-,-,-,Shirts21_108_D1_C1,Shirts22_108_D1_C1,[Usage] Put on / Take off an item.
45,201109101,201,109,1,1,Padding Jumper,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,Shirts11_109_D1_C1,-,Shirts10_109,-,-,-,Shirts11_109_D1_C1,Shirts12_109_D1_C1,Shirts13_109_D1_C1,-,-,[Usage] Put on / Take off an item.
46,201109102,201,109,1,2,Padding Jumper,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,Shirts11_109_D1_C2,-,Shirts10_109,-,-,-,Shirts11_109_D1_C2,Shirts12_109_D1_C2,Shirts13_109_D1_C2,-,-,[Usage] Put on / Take off an item.
47,201109103,201,109,1,3,Padding Jumper,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,Shirts11_109_D1_C3,-,Shirts10_109,-,-,-,Shirts11_109_D1_C3,Shirts12_109_D1_C3,Shirts13_109_D1_C3,-,-,[Usage] Put on / Take off an item.
48,201110101,201,110,1,1,Long Coat,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,-,Shirts21_110_D1_C1,-,Shirts20_110,-,-,-,-,-,Shirts21_110_D1_C1,Shirts22_110_D1_C1,[Usage] Put on / Take off an item.
49,201111101,201,111,1,1,Collection Bike Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_111_D1_C1,-,Shirts10_111,-,-,-,Shirts11_111_D1_C1,Shirts12_111_D1_C1,Shirts13_111_D1_C1,-,-,[Usage] Put on / Take off an item.
50,201112101,201,112,1,1,Stripe Top,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,-,Shirts21_112_D1_C1,-,Shirts20_112,-,-,-,-,-,Shirts21_112_D1_C1,Shirts22_112_D1_C1,[Usage] Put on / Take off an item.
51,201112191,201,112,1,91,Stripe Top,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,0,1000,2500,0,0,0,0,0,-,Shirts21_112_D1_C91,-,Shirts20_112,-,-,-,-,-,Shirts21_112_D1_C91,Shirts22_112_D1_C91,[Usage] Put on / Take off an item.
52,201113101,201,113,1,1,Rider Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_113_D1_C1,-,Shirts10_113,-,-,-,Shirts11_113_D1_C1,Shirts12_113_D1_C1,Shirts13_113_D1_C1,-,-,[Usage] Put on / Take off an item.
53,201113102,201,113,1,2,Rider Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_113_D1_C2,-,Shirts10_113,-,-,-,Shirts11_113_D1_C2,Shirts12_113_D1_C2,Shirts13_113_D1_C2,-,-,[Usage] Put on / Take off an item.
54,201113103,201,113,1,3,Rider Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_113_D1_C3,-,Shirts10_113,-,-,-,Shirts11_113_D1_C3,Shirts12_113_D1_C3,Shirts13_113_D1_C3,-,-,[Usage] Put on / Take off an item.
55,201115101,201,115,1,1,Vintage Jean Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_115_D1_C1,-,Shirts10_115,-,-,-,Shirts11_115_D1_C1,Shirts12_115_D1_C1,Shirts13_115_D1_C1,-,-,[Usage] Put on / Take off an item.
56,201116101,201,116,1,1,Leopard Short Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,-,Shirts21_116_D1_C1,-,Shirts20_116,-,-,-,-,-,Shirts21_116_D1_C1,Shirts22_116_D1_C1,[Usage] Put on / Take off an item.
57,201117101,201,117,1,1,Blue Cubic Pattern Shirt,20,3,0,1,0,401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,2500,0,0,0,0,0,Shirts11_117_D1_C1,-,Shirts10_117,-,-,-,Shirts11_117_D1_C1,Shirts12_117_D1_C1,Shirts13_117_D1_C1,-,-,[Usage] Put on / Take off an item.
58,201118101,201,118,1,1,Snakeskin Long Coat,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,1800,0,0,0,0,0,-,Shirts21_118_D1_C1,-,Shirts20_118,-,-,-,-,-,Shirts21_118_D1_C1,Shirts22_118_D1_C1,[Usage] Put on / Take off an item.
59,201118191,201,118,1,91,Snakeskin Long Coat,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,0,1000,1800,0,0,0,0,0,-,Shirts21_118_D1_C91,-,Shirts20_118,-,-,-,-,-,Shirts21_118_D1_C91,Shirts22_118_D1_C91,[Usage] Put on / Take off an item.
60,201119101,201,119,1,1,Football Jersey,20,3,0,1,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_119_D1_C1,-,Shirts10_119,-,-,-,Shirts11_119_D1_C1,Shirts12_119_D1_C1,Shirts13_119_D1_C1,-,-,[Usage] Put on / Take off an item.
61,201120101,201,120,1,1,Football Jersey,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_120_D1_C1,-,Shirts20_120,-,-,-,-,-,Shirts21_120_D1_C1,Shirts22_120_D1_C1,[Usage] Put on / Take off an item.
62,201121101,201,121,1,1,Football training suit,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4000,0,0,0,0,0,Shirts11_121_D1_C1,-,Shirts10_121,-,-,-,Shirts11_121_D1_C1,Shirts12_121_D1_C1,Shirts13_121_D1_C1,-,-,[Usage] Put on / Take off an item.
63,201122101,201,122,1,1,Football training suit,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4000,0,0,0,0,0,-,Shirts21_122_D1_C1,-,Shirts20_122,-,-,-,-,-,Shirts21_122_D1_C1,Shirts22_122_D1_C1,[Usage] Put on / Take off an item.
64,201123101,201,123,1,1,Dream Short Training Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_123_D1_C1,-,Shirts10_123,-,-,-,Shirts11_123_D1_C1,Shirts12_123_D1_C1,Shirts13_123_D1_C1,-,-,[Usage] Put on / Take off an item.
65,201123102,201,123,1,2,Dream Short Training Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_123_D1_C2,-,Shirts10_123,-,-,-,Shirts11_123_D1_C2,Shirts12_123_D1_C2,Shirts13_123_D1_C2,-,-,[Usage] Put on / Take off an item.
66,201123103,201,123,1,3,Dream Short Training Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_123_D1_C3,-,Shirts10_123,-,-,-,Shirts11_123_D1_C3,Shirts12_123_D1_C3,Shirts13_123_D1_C3,-,-,[Usage] Put on / Take off an item.
67,201123104,201,123,1,4,Dream Short Training Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_123_D1_C4,-,Shirts10_123,-,-,-,Shirts11_123_D1_C4,Shirts12_123_D1_C4,Shirts13_123_D1_C4,-,-,[Usage] Put on / Take off an item.
68,201123201,201,123,2,1,XD Style Training Jacket,20,3,0,1,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_123_D2_C1,-,Shirts10_123,-,-,-,Shirts11_123_D2_C1,Shirts12_123_D2_C1,Shirts13_123_D2_C1,-,-,[Usage] Put on / Take off an item.
69,201124101,201,124,1,1,MuMu Zipup Hood Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_124_D1_C1,-,Shirts20_124,-,-,-,-,-,Shirts21_124_D1_C1,Shirts22_124_D1_C1,[Usage] Put on / Take off an item.
70,201124201,201,124,2,1,Shark Zipup Hood Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_124_D2_C1,-,Shirts20_124,-,-,-,-,-,Shirts21_124_D2_C1,Shirts22_124_D2_C1,[Usage] Put on / Take off an item.
71,201124301,201,124,3,1,Star Zipup Hood Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_124_D3_C1,-,Shirts20_124,-,-,-,-,-,Shirts21_124_D3_C1,Shirts22_124_D3_C1,[Usage] Put on / Take off an item.
72,201124401,201,124,4,1,Heart Zipup Hood Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_124_D4_C1,-,Shirts20_124,-,-,-,-,-,Shirts21_124_D4_C1,Shirts22_124_D4_C1,[Usage] Put on / Take off an item.
73,201124501,201,124,5,1,Red Line Zipup Hood Jacket,20,3,0,2,0,303401402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_124_D5_C1,-,Shirts20_124,-,-,-,-,-,Shirts21_124_D5_C1,Shirts22_124_D5_C1,[Usage] Put on / Take off an item.
74,201125101,201,125,1,1,Leisure Force Jacket,20,3,0,1,0,402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_125_D1_C1,-,Shirts10_125,-,-,-,Shirts11_125_D1_C1,Shirts12_125_D1_C1,Shirts13_125_D1_C1,-,-,[Usage] Put on / Take off an item.
75,201125102,201,125,1,2,Leisure Force Jacket,20,3,0,1,0,402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_125_D1_C2,-,Shirts10_125,-,-,-,Shirts11_125_D1_C2,Shirts12_125_D1_C2,Shirts13_125_D1_C2,-,-,[Usage] Put on / Take off an item.
76,201125103,201,125,1,3,Leisure Force Jacket,20,3,0,1,0,402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_125_D1_C3,-,Shirts10_125,-,-,-,Shirts11_125_D1_C3,Shirts12_125_D1_C3,Shirts13_125_D1_C3,-,-,[Usage] Put on / Take off an item.
77,201125104,201,125,1,4,Leisure Force Jacket,20,3,0,1,0,402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_125_D1_C4,-,Shirts10_125,-,-,-,Shirts11_125_D1_C4,Shirts12_125_D1_C4,Shirts13_125_D1_C4,-,-,[Usage] Put on / Take off an item.
78,201125105,201,125,1,5,Leisure Force Jacket,20,3,0,1,0,402,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,Shirts11_125_D1_C5,-,Shirts10_125,-,-,-,Shirts11_125_D1_C5,Shirts12_125_D1_C5,Shirts13_125_D1_C5,-,-,[Usage] Put on / Take off an item.
79,201126101,201,126,1,1,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C1,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C1,Shirts22_126_D1_C1,[Usage] Put on / Take off an item.
80,201126102,201,126,1,2,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C2,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C2,Shirts22_126_D1_C2,[Usage] Put on / Take off an item.
81,201126103,201,126,1,3,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C3,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C3,Shirts22_126_D1_C3,[Usage] Put on / Take off an item.
82,201126104,201,126,1,4,Free City Hooded Jacket,20,3,0,2,0,0,0,120,0,0,0,0,0,0,0,200,100,2,1000,4500,0,0,0,0,0,-,Shirts21_126_D1_C4,-,Shirts20_126,-,-,-,-,-,Shirts21_126_D1_C4,Shirts22_126_D1_C4,[Usage] Put on / Take off an item.
