Index,Code,Type,Limit,Value,Discount,Sell,Cash,Point,Name,LearnText,IconFile,Explain
39,1310,13,50,10,100,2,4000,20000,ЪЯбэШ ксь оЯбЩ ЧсЪЭус 10,оЯбЩ ЧсЪЭус,Training_Stamina,ЪЯбэШ ксь оЯбЩ ЧсЪЭус 10
40,1401,14,5,1,100,2,400,2000,ЪЯбэШ ксь Чсонв 1,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 1
41,1402,14,10,2,100,2,800,4000,ЪЯбэШ ксь Чсонв 2,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 2
42,1403,14,15,3,100,2,1200,6000,ЪЯбэШ ксь Чсонв 3,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 3
43,1404,14,20,4,100,2,1600,8000,ЪЯбэШ ксь Чсонв 4,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 4
44,1405,14,25,5,100,2,2000,10000,ЪЯбэШ ксь Чсонв 5,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 5
45,1406,14,30,6,100,2,2400,12000,ЪЯбэШ ксь Чсонв 6,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 6
46,1407,14,35,7,100,2,2800,14000,ЪЯбэШ ксь Чсонв 7,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 7
47,1408,14,40,8,100,2,3200,16000,ЪЯбэШ ксь Чсонв 8,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 8
48,1409,14,45,9,100,2,3600,18000,ЪЯбэШ ксь Чсонв 9,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 9
49,1410,14,50,10,100,2,4000,20000,ЪЯбэШ ксь Чсонв 10,онв,Training_Elasticity,ЪЯбэШ ксь Чсонв 10
50,1501,15,5,1,100,2,400,2000,ЪЯбэШ ксь ЧсЧЮЪбЧо 1,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 1
51,1502,15,10,2,100,2,800,4000,ЪЯбэШ ксь ЧсЧЮЪбЧо 2,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 2
52,1503,15,15,3,100,2,1200,6000,ЪЯбэШ ксь ЧсЧЮЪбЧо 3,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 3
53,1504,15,20,4,100,2,1600,8000,ЪЯбэШ ксь ЧсЧЮЪбЧо 4,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 4
54,1505,15,25,5,100,2,2000,10000,ЪЯбэШ ксь ЧсЧЮЪбЧо 5,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 5
55,1506,15,30,6,100,2,2400,12000,ЪЯбэШ ксь ЧсЧЮЪбЧо 6,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 6
56,1507,15,35,7,100,2,2800,14000,ЪЯбэШ ксь ЧсЧЮЪбЧо 7,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 7
57,1508,15,40,8,100,2,3200,16000,ЪЯбэШ ксь ЧсЧЮЪбЧо 8,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 8
58,1509,15,45,9,100,2,3600,18000,ЪЯбэШ ксь ЧсЧЮЪбЧо 9,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 9
59,1510,15,50,10,100,2,4000,20000,ЪЯбэШ ксь ЧсЧЮЪбЧо 10,ЧЮЪбЧо,Training_Bodycheck,ЪЯбэШ ксь ЧсЧЮЪбЧо 10
60,1601,16,5,1,100,2,400,2000,ЪЯбШ ксь ЧсЪЬЧцв 1,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 1
61,1602,16,10,2,100,2,800,4000,ЪЯбШ ксь ЧсЪЬЧцв 2,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 2
62,1603,16,15,3,100,2,1200,6000,ЪЯбШ ксь ЧсЪЬЧцв 3,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 3
63,1604,16,20,4,100,2,1600,8000,ЪЯбШ ксь ЧсЪЬЧцв 4,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 4
64,1605,16,25,5,100,2,2000,10000,ЪЯбШ ксь ЧсЪЬЧцв 5,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 5
65,1606,16,30,6,100,2,2400,12000,ЪЯбШ ксь ЧсЪЬЧцв 6,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 6
66,1607,16,35,7,100,2,2800,14000,ЪЯбШ ксь ЧсЪЬЧцв 7,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 7
67,1608,16,40,8,100,2,3200,16000,ЪЯбШ ксь ЧсЪЬЧцв 8,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 8
68,1609,16,45,9,100,2,3600,18000,ЪЯбШ ксь ЧсЪЬЧцв 9,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 9
69,1610,16,50,10,100,2,4000,20000,ЪЯбШ ксь ЧсЪЬЧцв 10,ЪЬЧцв,Training_Cross,ЪЯбШ ксь ЧсЪЬЧцв 10
70,1701,17,5,1,100,2,400,2000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ1,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ1
71,1702,17,10,2,100,2,800,4000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ2,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ2
72,1703,17,15,3,100,2,1200,6000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ3,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ3
73,1704,17,20,4,100,2,1600,8000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ4,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ4
74,1705,17,25,5,100,2,2000,10000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ5,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ5
75,1706,17,30,6,100,2,2400,12000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ6,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ6
76,1707,17,35,7,100,2,2800,14000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ7,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ7
77,1708,17,40,8,100,2,3200,16000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ8,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ8
78,1709,17,45,9,100,2,3600,18000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ9,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ9
79,1710,17,50,10,100,2,4000,20000,ЪЯбэШ ксь ЪубэбЩ оеэбЩ10,ЪубэбЩ оеэбЩ,Training_Shortpass,ЪЯбэШ ксь ЪубэбЩ оеэбЩ10
80,1801,18,5,1,100,2,400,2000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ1,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ1
81,1802,18,10,2,100,2,800,4000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ2,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ2
82,1803,18,15,3,100,2,1200,6000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ3,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ3
83,1804,18,20,4,100,2,1600,8000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ4,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ4
84,1805,18,25,5,100,2,2000,10000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ5,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ5
85,1806,18,30,6,100,2,2400,12000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ6,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ6
86,1807,18,35,7,100,2,2800,14000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ7,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ7
87,1808,18,40,8,100,2,3200,16000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ8,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ8
88,1809,18,45,9,100,2,3600,18000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ9,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ9
89,1810,18,50,10,100,2,4000,20000,ЪЯбэШ ксь ЪубэбЩ ицэсЩ10,ЪубэбЩ ицэсЩ,Training_Longpass,ЪЯбэШ ксь ЪубэбЩ ицэсЩ10
90,1901,19,5,1,100,2,400,2000,ЪЯбэШ ксь ЧсбУгэЩ 1,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 1
91,1902,19,10,2,100,2,800,4000,ЪЯбэШ ксь ЧсбУгэЩ 2,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 2
92,1903,19,15,3,100,2,1200,6000,ЪЯбэШ ксь ЧсбУгэЩ 3,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 3
93,1904,19,20,4,100,2,1600,8000,ЪЯбэШ ксь ЧсбУгэЩ 4,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 4
94,1905,19,25,5,100,2,2000,10000,ЪЯбэШ ксь ЧсбУгэЩ 5,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 5
95,1906,19,30,6,100,2,2400,12000,ЪЯбэШ ксь ЧсбУгэЩ 6,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 6
96,1907,19,35,7,100,2,2800,14000,ЪЯбэШ ксь ЧсбУгэЩ 7,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 7
97,1908,19,40,8,100,2,3200,16000,ЪЯбэШ ксь ЧсбУгэЩ 8,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 8
98,1909,19,45,9,100,2,3600,18000,ЪЯбэШ ксь ЧсбУгэЩ 9,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 9
99,1910,19,50,10,100,2,4000,20000,ЪЯбэШ ксь ЧсбУгэЩ 10,бУгэЩ,Training_Headshoot,ЪЯбэШ ксь ЧсбУгэЩ 10
100,2001,20,5,1,100,2,400,2000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ1,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ1
101,2002,20,10,2,100,2,800,4000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ2,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ2
102,2003,20,15,3,100,2,1200,6000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ3,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ3
103,2004,20,20,4,100,2,1600,8000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ4,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ4
104,2005,20,25,5,100,2,2000,10000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ5,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ5
105,2006,20,30,6,100,2,2400,12000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ6,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ6
106,2007,20,35,7,100,2,2800,14000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ7,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ7
107,2008,20,40,8,100,2,3200,16000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ8,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ8
108,2009,20,45,9,100,2,3600,18000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ9,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ9
109,2010,20,50,10,100,2,4000,20000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ10,ЪгЯэЯЩ оеэбЩ,Training_Shortshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсоеэбЩ10
110,2101,21,5,1,100,2,400,2000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ1,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ1
111,2102,21,10,2,100,2,800,4000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ2,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ2
112,2103,21,15,3,100,2,1200,6000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ3,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ3
113,2104,21,20,4,100,2,1600,8000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ4,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ4
114,2105,21,25,5,100,2,2000,10000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ5,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ5
115,2106,21,30,6,100,2,2400,12000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ6,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ6
116,2107,21,35,7,100,2,2800,14000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ7,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ7
117,2108,21,40,8,100,2,3200,16000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ8,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ8
118,2109,21,45,9,100,2,3600,18000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ9,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ9
119,2110,21,50,10,100,2,4000,20000,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ10,ЪгЯэЯЩ ицэсЩ,Training_Longshoot,ЪЯбэШ ксь ЧсЪгЯэЯЩ ЧсицэсЩ10
120,2201,22,5,1,100,2,400,2000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ1,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ1
121,2202,22,10,2,100,2,800,4000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ2,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ2
122,2203,22,15,3,100,2,1200,6000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ3,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ3
123,2204,22,20,4,100,2,1600,8000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ4,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ4
124,2205,22,25,5,100,2,2000,10000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ5,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ5
125,2206,22,30,6,100,2,2400,12000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ6,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ6
126,2207,22,35,7,100,2,2800,14000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ7,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ7
127,2208,22,40,8,100,2,3200,16000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ8,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ8
128,2209,22,45,9,100,2,3600,18000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ9,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ9
129,2210,22,50,10,100,2,4000,20000,ЪЯбэШ ксь ЪЭпу ШЧспбЩ10,ЪЭпу ШЧспбЩ,Training_Keeping,ЪЯбэШ ксь ЪЭпу ШЧспбЩ10
130,2301,23,5,1,100,2,400,2000,ЪЯбэШ ксь ЧсЧЮЪиЧн 1,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 1
131,2302,23,10,2,100,2,800,4000,ЪЯбэШ ксь ЧсЧЮЪиЧн 2,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 2
132,2303,23,15,3,100,2,1200,6000,ЪЯбэШ ксь ЧсЧЮЪиЧн 3,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 3
133,2304,23,20,4,100,2,1600,8000,ЪЯбэШ ксь ЧсЧЮЪиЧн 4,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 4
134,2305,23,25,5,100,2,2000,10000,ЪЯбэШ ксь ЧсЧЮЪиЧн 5,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 5
135,2306,23,30,6,100,2,2400,12000,ЪЯбэШ ксь ЧсЧЮЪиЧн 6,ЧЮЪиЧн,Training_Steal,ЪЯбэШ ксь ЧсЧЮЪиЧн 6
