Index,Code,Type,Position,Name,Pos,Class,Order,Limit1,Limit2,Limit3,Level,depend1,depend2,depend3,depend4,depend5,Area1,Area2,Area3,Cool1,Cool2,Cool3,Value1,Value2,Value3,Discount,Sell,Cash1,Cash2,Cash3,Point1,Point2,Point3,Key,AniCode,IconFile,CameraFile,OptionText,ExplainText,KeyText,Description
24,112214,1122,14,йсоМои ьгфяи чФМи,SS,11,22,30,30,30,3,90131401,12321401,12341402,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,5000,10000,25000,0,21222200,Skill_1122,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАйсоМои гАЦхгтяи ЕМ жях гАъяи ЦДнщжг ЦчгхА гАгзх хчФи,йзЦА йАчгфМг хзо D цФ F,-
25,112222,1122,22,йсоМои ьгфяи чФМи,CM,11,22,26,26,26,3,90222201,12352202,11212201,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,6250,12500,31250,0,21222200,Skill_1122,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАйсоМои гАЦхгтяи ЕМ жях гАъяи ЦДнщжг ЦчгхА гАгзх хчФи,йзЦА йАчгфМг хзо D цФ F,-
26,113210,1132,10,яъАи гАЦчу,FW,11,32,15,15,15,3,90241001,10111001,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,2000,4000,10000,0,21322302,Skill_1132,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАйсоМои гАЕФгфМи ЕМ жях гАъяи ЦйФсьМг хлгДх гАгзх Цхгтяи,йзЦА йАчгфМг хзо D цФ F,??
27,113220,1132,20,яъАи гАЦчу,MF,11,32,15,15,15,3,12112001,90242001,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,2000,4000,10000,0,21322302,Skill_1132,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАйсоМои гАЕФгфМи ЕМ жях гАъяи ЦйФсьМг хлгДх гАгзх Цхгтяи,йзЦА йАчгфМг хзо D цФ F,??
28,113311,1133,11,йсоМои яцсМи угяФнМи,ST,11,33,30,30,30,3,90131102,15221101,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,5000,10000,25000,0,21332300,Skill_1133,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАжяхи гАяцсМи яцсМг хтъА ЦДнщж ЦчгхА гАгзх ЦйньМи гАЦАзх,йзЦА йАчгфМг хзо D цФ F,??
29,113412,1134,12,йсоМои ЦДнщжи,CF,11,34,24,24,24,3,90201201,90121202,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21342300,Skill_1134,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАйсоМои гАЕФгфМи ЕМ жях гАъяи ЦйФсьМг хлгДх гАгзх Цхгтяи,йзЦА йАчгфМг хзо D цФ F,??
30,113413,1134,13,йсоМои ЦДнщжи,WF,11,34,24,24,24,3,90201301,90121301,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21342300,Skill_1134,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАйсоМои гАЕФгфМи ЕМ жях гАъяи ЦйФсьМг хлгДх гАгзх Цхгтяи,йзЦА йАчгфМг хзо D цФ F,??
31,114211,1142,11,йсоМои гМоЦАсФД,ST,11,42,28,28,28,3,90201101,90121101,10121102,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21422404,Skill_1142,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАйсоМои гАЦАйФМи ЕМ жях гАъяи гАчгоЦи ЦД гАлгДх,йзЦА йАчгфМг хзо D цФ F,??
32,114214,1142,14,йсоМои гМоЦАсФД,SS,11,42,28,28,28,3,90201401,90121402,10121402,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21422404,Skill_1142,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАйсоМои гАЦАйФМи ЕМ жях гАъяи гАчгоЦи ЦД гАлгДх,йзЦА йАчгфМг хзо D цФ F,??
33,114221,1142,21,йсоМои гМоЦАсФД,AM,11,42,30,30,30,3,90132102,90122101,10522101,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21422404,Skill_1142,UI_Skill_Cam1,гАймЦМи ААйсоМо,гАйсоМои гАЦАйФМи ЕМ жях гАъяи гАчгоЦи ЦД гАлгДх,йзЦА йАчгфМг хзо D цФ F,??
34,115100,1151,0,йсоМои яцсМи ФЕЦМи,-,11,51,20,20,20,3,0,0,0,0,0,1,1,1,30,20,3,20,30,40,100,0,100,100,100,7500,15000,37500,0,21512500,Skill_1151,UI_Skill_Cam1,гАймЦМи ААйсоМо,рМгои гмйЦгАМи йслМА Еощ,йзЦА йАчгфМг хзо D цФ F,?? ??
35,116112,1161,12,яъАи гАзчях,CF,11,61,30,30,30,3,90211201,12321201,12331201,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21612600,Skill_1161,UI_Skill_Cam1,гАймЦМи ААйсоМо,йсоМои Цхгтяи ЕМ жях гАъяи згАМи ЦчгхА гАгзх хчФи,йзЦА йАчгфМг хзо D цФ F,??
36,116113,1161,13,яъАи гАзчях,WF,11,61,30,30,30,3,90201301,90121301,11341301,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21612600,Skill_1161,UI_Skill_Cam1,гАймЦМи ААйсоМо,йсоМои Цхгтяи ЕМ жях гАъяи згАМи ЦчгхА гАгзх хчФи,йзЦА йАчгфМг хзо D цФ F,??
37,116211,1162,11,йсоМои яцсМи лгДхМи,ST,11,62,26,26,26,3,90131101,19131101,13021101,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,5000,10000,25000,0,21622600,Skill_1162,UI_Skill_Cam1,гАймЦМи ААйсоМо,жяхи ягсМи яцсМг жях гАъяи згАМг чгоЦи ЦД гАлгДх,йзЦА йАчгфМг хзо D цФ F,??
38,116314,1163,14,яъАи гДчАгхМи щМ гАЕФга,SS,11,63,26,26,26,3,90201401,90121402,10121401,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,5000,10000,25000,0,21632604,Skill_1163,UI_Skill_Cam1,гАймЦМи ААйсоМо,йсоМои Цхгтяи жях гАъяи згАМг гАчгоЦи ЦД гАнАщ,йзЦА йАчгфМг хзо D цФ F,??
39,116321,1163,21,яъАи гДчАгхМи щМ гАЕФга,AM,11,63,26,26,26,3,90142101,15172101,0,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21632604,Skill_1163,UI_Skill_Cam1,гАймЦМи ААйсоМо,йсоМои Цхгтяи жях гАъяи згАМг гАчгоЦи ЦД гАнАщ,йзЦА йАчгфМг хзо D цФ F,??
40,116322,1163,22,яъАи гДчАгхМи щМ гАЕФга,CM,11,63,30,30,30,3,90222201,12352201,13122201,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21632604,Skill_1163,UI_Skill_Cam1,гАймЦМи ААйсоМо,йсоМои Цхгтяи жях гАъяи згАМг гАчгоЦи ЦД гАнАщ,йзЦА йАчгфМг хзо D цФ F,??
41,117111,1171,11,йсоМои оФягДМи,ST,11,71,26,26,26,3,90201101,90121101,10121101,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,6250,12500,31250,0,21712700,Skill_1171,UI_Skill_Cam1,гАймЦМи ААйсоМо,жяхи яцсМи ягсМг жях гАъяи згАМг гАчгоЦи ЦД гААгзх гАцЦгЦМ,йзЦА йАчгфМг хзо D цФ F,??
42,118111,1181,11,йсоМои ьгфяи,ST,11,81,22,22,22,3,90131102,15221101,11331101,0,0,1,1,1,30,20,3,20,30,40,100,2,100,100,100,7500,15000,37500,0,21812800,Skill_1181,UI_Skill_Cam1,гАймЦМи ААйсоМо,жяхи яцсМи ягсМг жях гАъяи згАМг гАчгоЦи ЦД гААгзх гАцЦгЦМ,йзЦА йАчгфМг хзо D цФ F,-
43,118233,1182,33,ЕлФЦ нАщМ,SP,11,82,26,26,26,3,90113301,19153302,0,0,0,1,1,1,30,20,3,10,20,30,100,2,100,100,100,7500,15000,37500,0,21822800,Skill_1182,UI_Skill_Cam1,гАймЦМи ААйсоМо,жяхи яцсМи ягсМг жях гАъяи згАМг гАчгоЦи ЦД гААгзх гАцЦгЦМ,йзЦА йАчгфМг хзо D цФ F,-
44,121110,1211,10,йлгФр,FW,12,11,7,7,7,3,0,0,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,1000,2000,5000,0,30112100,Skill_1211,UI_Skill_Cam1,гАймЦМи ААЦягФши,ЦЕгяи ЦягФши тнуМи ,E + up,??/???
45,121120,1211,20,йлгФр,MF,12,11,7,7,7,3,0,0,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,3000,6000,15000,0,30112100,Skill_1211,UI_Skill_Cam1,гАймЦМи ААЦягФши,ЦЕгяи ЦягФши тнуМи ,E + up,??/???
46,121130,1211,30,йлгФр,DF,12,11,7,7,7,3,0,0,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,3000,6000,15000,0,30112100,Skill_1211,UI_Skill_Cam1,гАймЦМи ААЦягФши,ЦЕгяи ЦягФши тнуМи ,E + up,??/???
47,121211,1212,11,йлгФр чуМя,ST,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАймяъ Цхгтяи хтъА чуМя Ф сяМз,E + up,??
48,121212,1212,12,йлгФр чуМя,CF,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАймяъ Цхгтяи хтъА чуМя Ф сяМз,E + up,??
49,121213,1212,13,йлгФр чуМя,WF,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАймяъ Цхгтяи хтъА чуМя Ф сяМз,E + up,??
50,121214,1212,14,йлгФр чуМя,SS,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАймяъ Цхгтяи хтъА чуМя Ф сяМз,E + up,??
51,121221,1212,21,йлгФр чуМя,AM,12,12,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,5000,10000,25000,0,30122100,Skill_1212,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАймяъ Цхгтяи хтъА чуМя Ф сяМз,E + up,??
52,122110,1221,10,гАчщри гАЦъсМъМи,FW,12,21,15,15,15,3,12111001,90251001,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,2000,4000,10000,0,31212100,Skill_1221,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАчщр хгАъяи АйщгоМ гАзячАи ЦД гААгзх гАнуЦ,W,??
53,122120,1221,20,гАчщри гАЦъсМъМи,MF,12,21,15,15,15,3,12112002,19182001,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,2000,4000,10000,0,31212100,Skill_1221,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАчщр хгАъяи АйщгоМ гАзячАи ЦД гААгзх гАнуЦ,W,??
54,122130,1221,30,гАчщри гАЦъсМъМи,DF,12,21,15,15,15,3,12113001,90253001,0,0,0,0,0,0,13,10,7,20,30,40,100,2,100,100,100,3000,6000,15000,0,31212100,Skill_1221,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАчщр хгАъяи АйщгоМ гАзячАи ЦД гААгзх гАнуЦ,W,??
55,122221,1222,21,чщри гАгяДх,-,12,22,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,30,40,50,100,0,100,100,100,7500,15000,37500,0,31222100,Skill_1222,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАчщр хгАъяи згАМг АйщгоМ гАзячАи ЦД гААгзх гАнуЦ,W,??
56,123110,1231,10,щгДйФЦ,FW,12,31,17,17,17,3,12111002,19181001,19111001,0,0,0,0,0,13,10,7,0,5,10,100,2,100,100,100,1000,2000,5000,0,32312101,Skill_1231,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАчщр хгАъяи АйщгоМ гАзячАи ЦД гААгзх гАнуЦ,E + left or E + right,??/???
57,123120,1231,20,щгДйФЦ,MF,12,31,17,17,17,3,12112002,19182001,12212001,0,0,0,0,0,13,10,7,0,5,10,100,2,100,100,100,2000,4000,10000,0,32312101,Skill_1231,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАчщр хгАъяи АйщгоМ гАзячАи ЦД гААгзх гАнуЦ,E + left or E + right,??/???
58,123130,1231,30,щгДйФЦ,DF,12,31,17,17,17,3,12113002,19183001,0,0,0,0,0,0,13,10,7,0,5,10,100,2,100,100,100,3000,6000,15000,0,32312101,Skill_1231,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАчщр хгАъяи АйщгоМ гАзячАи ЦД гААгзх гАнуЦ,E + left or E + right,??/???
59,123211,1232,11,ЦясМАМг яФАМй,ST,12,32,26,26,26,3,12351102,15191101,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,6250,12500,31250,0,32322101,Skill_1232,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАгАйщгщ хтъА гщчМ хсязи,E + left or E + right,??/???
60,123212,1232,12,ЦясМАМг яФАМй,CF,12,32,20,20,20,3,90211201,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32322101,Skill_1232,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАгАйщгщ хтъА гщчМ хсязи,E + left or E + right,??/???
61,123213,1232,13,ЦясМАМг яФАМй,WF,12,32,20,20,20,3,90211301,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32322101,Skill_1232,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАгАйщгщ хтъА гщчМ хсязи,E + left or E + right,??/???
62,123214,1232,14,ЦясМАМг яФАМй,SS,12,32,20,20,20,3,90131401,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32322101,Skill_1232,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАгАйщгщ хтъА гщчМ хсязи,E + left or E + right,??/???
63,123221,1232,21,ЦясМАМг яФАМй,AM,12,32,20,20,20,3,90132101,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32322101,Skill_1232,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАгАйщгщ хтъА гщчМ хсязи,E + left or E + right,??/???
64,123223,1232,23,ЦясМАМг яФАМй,SM,12,32,20,20,20,3,90142301,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,6250,12500,31250,0,32322101,Skill_1232,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ гАгАйщгщ хтъА гщчМ хсязи,E + left or E + right,??/???
65,123312,1233,12,яФАМй ЦроФли,CF,12,33,22,22,22,3,90211201,12321201,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,7500,15000,37500,0,32332101,Skill_1233,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ ггАгАйщгщ хтъА гщчМ гсяз хЦяйМД,E + left or E + right,??/???
66,123321,1233,21,яФАМй ЦроФли,AM,12,33,22,22,22,3,90132101,12322101,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32332101,Skill_1233,UI_Skill_Cam1,гАймЦМи ААЦягФши,мяъи гАЦягФши ЕМ ггАгАйщгщ хтъА гщчМ гсяз хЦяйМД,E + left or E + right,??/???
67,123412,1234,12,щАМх щАгх,CF,12,34,24,24,24,3,90211201,12321201,12331202,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32342101,Skill_1234,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАЦяФгши ЕМ ногз гАгзх гАнуЦ,E + left or E + right,??
68,123413,1234,13,щАМх щАгх,WF,12,34,24,24,24,3,90211301,12321301,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32342101,Skill_1234,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАЦяФгши ЕМ ногз гАгзх гАнуЦ,E + left or E + right,??
69,123414,1234,14,щАМх щАгх,SS,12,34,24,24,24,3,90131401,12321401,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32342101,Skill_1234,UI_Skill_Cam1,гАймЦМи ААЦягФши,гАЦяФгши ЕМ ногз гАгзх гАнуЦ,E + left or E + right,??
70,123511,1235,11,ньФи лгДхМи,ST,12,35,20,20,20,3,0,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32352101,Skill_1235,UI_Skill_Cam1,гАймЦМи ААЦягФши,ЦягФши гАъяи ЕМ омялйЕг ЦД ьящ Агня,E + left or E + right,??/???
71,123522,1235,22,ньФи лгДхМи,CM,12,35,20,20,20,3,90222201,0,0,0,0,0,0,0,10,7.5,5,5,10,15,100,2,100,100,100,5000,10000,25000,0,32352101,Skill_1235,UI_Skill_Cam1,гАймЦМи ААЦягФши,ЦягФши гАъяи ЕМ омялйЕг ЦД ьящ Агня,E + left or E + right,??/???
