Code,Name,PosName,Position,Level,Gender,Order,Run,Dribble,Quick,Strength,Elasticity,Bodycheck,Cross,Shortpass,Longpass,Heading,Shortshoot,Longshoot,Keeping,Tackle,Steal,Catch,Punch,Guard,Skin,Face,Hair,Shirts,Pants,Glove,Shoes
1028101,공격수,FW,10,28,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1029101,공격수,FW,10,29,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1030101,공격수,FW,10,30,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1031101,공격수,FW,10,31,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1032101,공격수,FW,10,32,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1033101,공격수,FW,10,33,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1034101,공격수,FW,10,34,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1035101,공격수,FW,10,35,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1036101,공격수,FW,10,36,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1037101,공격수,FW,10,37,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1038101,공격수,FW,10,38,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1039101,공격수,FW,10,39,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1040101,공격수,FW,10,40,1,1,59,49,30,30,50,30,55,60,55,35,80,20,49,15,20,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1041101,공격수,FW,10,41,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1042101,공격수,FW,10,42,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1043101,공격수,FW,10,43,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1044101,공격수,FW,10,44,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1045101,공격수,FW,10,45,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1046101,공격수,FW,10,46,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1047101,공격수,FW,10,47,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1048101,공격수,FW,10,48,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1049101,공격수,FW,10,49,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
1050101,공격수,FW,10,50,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
2001101,미드필더,MF,20,1,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2002101,미드필더,MF,20,2,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2003101,미드필더,MF,20,3,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2004101,미드필더,MF,20,4,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2005101,미드필더,MF,20,5,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2006101,미드필더,MF,20,6,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2007101,미드필더,MF,20,7,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2008101,미드필더,MF,20,8,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2009101,미드필더,MF,20,9,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2010101,미드필더,MF,20,10,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2011101,미드필더,MF,20,11,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2012101,미드필더,MF,20,12,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2013101,미드필더,MF,20,13,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2014101,미드필더,MF,20,14,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2015101,미드필더,MF,20,15,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2016101,미드필더,MF,20,16,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2017101,미드필더,MF,20,17,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2018101,미드필더,MF,20,18,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2019101,미드필더,MF,20,19,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2020101,미드필더,MF,20,20,1,1,59,40,30,54,50,30,60,65,55,20,15,70,25,20,44,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2021101,미드필더,MF,20,21,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2022101,미드필더,MF,20,22,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2023101,미드필더,MF,20,23,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2024101,미드필더,MF,20,24,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2025101,미드필더,MF,20,25,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2026101,미드필더,MF,20,26,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2027101,미드필더,MF,20,27,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2028101,미드필더,MF,20,28,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2029101,미드필더,MF,20,29,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2030101,미드필더,MF,20,30,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2031101,미드필더,MF,20,31,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2032101,미드필더,MF,20,32,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2033101,미드필더,MF,20,33,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2034101,미드필더,MF,20,34,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2035101,미드필더,MF,20,35,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2036101,미드필더,MF,20,36,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2037101,미드필더,MF,20,37,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2038101,미드필더,MF,20,38,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2039101,미드필더,MF,20,39,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2040101,미드필더,MF,20,40,1,1,59,40,30,54,50,30,60,65,55,20,15,70,25,20,44,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2041101,미드필더,MF,20,41,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2042101,미드필더,MF,20,42,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2043101,미드필더,MF,20,43,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2044101,미드필더,MF,20,44,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2045101,미드필더,MF,20,45,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2046101,미드필더,MF,20,46,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2047101,미드필더,MF,20,47,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2048101,미드필더,MF,20,48,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2049101,미드필더,MF,20,49,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
2050101,미드필더,MF,20,50,1,1,59,40,30,54,50,30,60,65,55,20,15,70,25,20,44,50,50,50,12,1110112,1210111,2110111,2200111,2300111,2400111
3001101,수비수,DF,30,1,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3002101,수비수,DF,30,2,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3003101,수비수,DF,30,3,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3004101,수비수,DF,30,4,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3005101,수비수,DF,30,5,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3006101,수비수,DF,30,6,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3007101,수비수,DF,30,7,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3008101,수비수,DF,30,8,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3009101,수비수,DF,30,9,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3010101,수비수,DF,30,10,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3011101,수비수,DF,30,11,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3012101,수비수,DF,30,12,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3013101,수비수,DF,30,13,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3014101,수비수,DF,30,14,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3015101,수비수,DF,30,15,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3016101,수비수,DF,30,16,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3017101,수비수,DF,30,17,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3018101,수비수,DF,30,18,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3019101,수비수,DF,30,19,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3020101,수비수,DF,30,20,1,1,71,25,60,30,50,38,50,60,65,35,15,15,25,49,49,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3021101,수비수,DF,30,21,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3022101,수비수,DF,30,22,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3023101,수비수,DF,30,23,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3024101,수비수,DF,30,24,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3025101,수비수,DF,30,25,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3026101,수비수,DF,30,26,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3027101,수비수,DF,30,27,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3028101,수비수,DF,30,28,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3029101,수비수,DF,30,29,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3030101,수비수,DF,30,30,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3031101,수비수,DF,30,31,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3032101,수비수,DF,30,32,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3033101,수비수,DF,30,33,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3034101,수비수,DF,30,34,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3035101,수비수,DF,30,35,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3036101,수비수,DF,30,36,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3037101,수비수,DF,30,37,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3038101,수비수,DF,30,38,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3039101,수비수,DF,30,39,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3040101,수비수,DF,30,40,1,1,71,25,60,30,50,38,50,60,65,35,15,15,25,49,49,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3041101,수비수,DF,30,41,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3042101,수비수,DF,30,42,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3043101,수비수,DF,30,43,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3044101,수비수,DF,30,44,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3045101,수비수,DF,30,45,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3046101,수비수,DF,30,46,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3047101,수비수,DF,30,47,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3048101,수비수,DF,30,48,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3049101,수비수,DF,30,49,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
3050101,수비수,DF,30,50,1,1,71,25,60,30,50,38,50,60,65,35,15,15,25,49,49,50,50,50,13,1110113,1210111,2110111,2200111,2300111,2400111
4001101,골키퍼,GK,40,1,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4002101,골키퍼,GK,40,2,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4003101,골키퍼,GK,40,3,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4004101,골키퍼,GK,40,4,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4005101,골키퍼,GK,40,5,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4006101,골키퍼,GK,40,6,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4007101,골키퍼,GK,40,7,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4008101,골키퍼,GK,40,8,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4009101,골키퍼,GK,40,9,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4010101,골키퍼,GK,40,10,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4011101,골키퍼,GK,40,11,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4012101,골키퍼,GK,40,12,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4013101,골키퍼,GK,40,13,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4014101,골키퍼,GK,40,14,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4015101,골키퍼,GK,40,15,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4016101,골키퍼,GK,40,16,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4017101,골키퍼,GK,40,17,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
4018101,골키퍼,GK,40,18,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,11,1110111,1210111,2110111,2200111,2300111,2400111
