Code,State,Order,Rors,Hight,Direction,Description,Leg,Turn,Method,Speed,MarkType,SkillType,Path,ManActionFile,WomanActionFile,SoundCode,EffectCode,HeadwordCode,Check
14011202,14,1,1,2,2,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011202,Man_Trapping_14011202,0,0,0,
14011203,14,1,1,2,3,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011203,Man_Trapping_14011203,0,0,0,
14011204,14,1,1,2,4,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011204,Man_Trapping_14011204,0,0,0,
14011205,14,1,1,2,5,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011205,Man_Trapping_14011205,0,0,0,
14011206,14,1,1,2,6,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011206,Man_Trapping_14011206,0,0,0,
14011207,14,1,1,2,7,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011207,Man_Trapping_14011207,0,0,0,
14011300,14,1,1,3,0,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011300,Man_Trapping_14011300,0,0,0,
14011301,14,1,1,3,1,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011301,Man_Trapping_14011301,0,0,0,
14011302,14,1,1,3,2,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011302,Man_Trapping_14011302,0,0,0,
14011303,14,1,1,3,3,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011303,Man_Trapping_14011303,0,0,0,
14011304,14,1,1,3,4,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011304,Man_Trapping_14011304,0,0,0,
14011305,14,1,1,3,5,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011305,Man_Trapping_14011305,0,0,0,
14011306,14,1,1,3,6,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011306,Man_Trapping_14011306,0,0,0,
14011307,14,1,1,3,7,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011307,Man_Trapping_14011307,0,0,0,
14011400,14,1,1,4,0,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011400,Man_Trapping_14011400,0,0,0,
14011401,14,1,1,4,1,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011401,Man_Trapping_14011401,0,0,0,
14011402,14,1,1,4,2,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011402,Man_Trapping_14011402,0,0,0,
14011403,14,1,1,4,3,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011403,Man_Trapping_14011403,0,0,0,
14011404,14,1,1,4,4,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011404,Man_Trapping_14011404,0,0,0,
14011405,14,1,1,4,5,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011405,Man_Trapping_14011405,0,0,0,
14011406,14,1,1,4,6,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011406,Man_Trapping_14011406,0,0,0,
14011407,14,1,1,4,7,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011407,Man_Trapping_14011407,0,0,0,
14011500,14,1,1,5,0,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011500,Man_Trapping_14011500,0,0,0,
14011501,14,1,1,5,1,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011501,Man_Trapping_14011501,0,0,0,
14011502,14,1,1,5,2,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011502,Man_Trapping_14011502,0,0,0,
14011503,14,1,1,5,3,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011503,Man_Trapping_14011503,0,0,0,
14011504,14,1,1,5,4,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011504,Man_Trapping_14011504,0,0,0,
14011505,14,1,1,5,5,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011505,Man_Trapping_14011505,0,0,0,
14011506,14,1,1,5,6,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011506,Man_Trapping_14011506,0,0,0,
14011507,14,1,1,5,7,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011507,Man_Trapping_14011507,0,0,0,
14011600,14,1,1,6,0,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011600,Man_Trapping_14011600,0,0,0,
14011601,14,1,1,6,1,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011601,Man_Trapping_14011601,0,0,0,
14011602,14,1,1,6,2,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011602,Man_Trapping_14011602,0,0,0,
14011603,14,1,1,6,3,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011603,Man_Trapping_14011603,0,0,0,
14011604,14,1,1,6,4,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011604,Man_Trapping_14011604,0,0,0,
14011605,14,1,1,6,5,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011605,Man_Trapping_14011605,0,0,0,
14011606,14,1,1,6,6,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011606,Man_Trapping_14011606,0,0,0,
14011607,14,1,1,6,7,트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14011607,Man_Trapping_14011607,0,0,0,
14012100,14,1,2,1,0,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012100,Man_Trapping_14012100,0,0,0,
14012101,14,1,2,1,1,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012101,Man_Trapping_14012101,0,0,0,
14012102,14,1,2,1,2,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012102,Man_Trapping_14012102,0,0,0,
14012103,14,1,2,1,3,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012103,Man_Trapping_14012103,0,0,0,
14012104,14,1,2,1,4,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012104,Man_Trapping_14012104,0,0,0,
14012105,14,1,2,1,5,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012105,Man_Trapping_14012105,0,0,0,
14012106,14,1,2,1,6,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012106,Man_Trapping_14012106,0,0,0,
14012107,14,1,2,1,7,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012107,Man_Trapping_14012107,0,0,0,
14012200,14,1,2,2,0,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012200,Man_Trapping_14012200,0,0,0,
14012201,14,1,2,2,1,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012201,Man_Trapping_14012201,0,0,0,
14012202,14,1,2,2,2,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012202,Man_Trapping_14012202,0,0,0,
14012203,14,1,2,2,3,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012203,Man_Trapping_14012203,0,0,0,
14012204,14,1,2,2,4,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012204,Man_Trapping_14012204,0,0,0,
14012205,14,1,2,2,5,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012205,Man_Trapping_14012205,0,0,0,
14012206,14,1,2,2,6,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012206,Man_Trapping_14012206,0,0,0,
14012207,14,1,2,2,7,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012207,Man_Trapping_14012207,0,0,0,
14012300,14,1,2,3,0,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012300,Man_Trapping_14012300,0,0,0,
14012301,14,1,2,3,1,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012301,Man_Trapping_14012301,0,0,0,
14012302,14,1,2,3,2,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012302,Man_Trapping_14012302,0,0,0,
14012303,14,1,2,3,3,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012303,Man_Trapping_14012303,0,0,0,
14012304,14,1,2,3,4,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012304,Man_Trapping_14012304,0,0,0,
14012305,14,1,2,3,5,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012305,Man_Trapping_14012305,0,0,0,
14012306,14,1,2,3,6,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012306,Man_Trapping_14012306,0,0,0,
14012307,14,1,2,3,7,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012307,Man_Trapping_14012307,0,0,0,
14012400,14,1,2,4,0,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012400,Man_Trapping_14012400,0,0,0,
14012401,14,1,2,4,1,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012401,Man_Trapping_14012401,0,0,0,
14012402,14,1,2,4,2,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012402,Man_Trapping_14012402,0,0,0,
14012403,14,1,2,4,3,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012403,Man_Trapping_14012403,0,0,0,
14012404,14,1,2,4,4,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012404,Man_Trapping_14012404,0,0,0,
14012405,14,1,2,4,5,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012405,Man_Trapping_14012405,0,0,0,
14012406,14,1,2,4,6,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012406,Man_Trapping_14012406,0,0,0,
14012407,14,1,2,4,7,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012407,Man_Trapping_14012407,0,0,0,
14012500,14,1,2,5,0,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012500,Man_Trapping_14012500,0,0,0,
14012501,14,1,2,5,1,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012501,Man_Trapping_14012501,0,0,0,
14012502,14,1,2,5,2,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012502,Man_Trapping_14012502,0,0,0,
14012503,14,1,2,5,3,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012503,Man_Trapping_14012503,0,0,0,
14012504,14,1,2,5,4,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012504,Man_Trapping_14012504,0,0,0,
14012505,14,1,2,5,5,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012505,Man_Trapping_14012505,0,0,0,
14012506,14,1,2,5,6,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012506,Man_Trapping_14012506,0,0,0,
14012507,14,1,2,5,7,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012507,Man_Trapping_14012507,0,0,0,
14012600,14,1,2,6,0,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012600,Man_Trapping_14012600,0,0,0,
14012601,14,1,2,6,1,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012601,Man_Trapping_14012601,0,0,0,
14012602,14,1,2,6,2,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012602,Man_Trapping_14012602,0,0,0,
14012603,14,1,2,6,3,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012603,Man_Trapping_14012603,0,0,0,
14012604,14,1,2,6,4,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012604,Man_Trapping_14012604,0,0,0,
14012605,14,1,2,6,5,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012605,Man_Trapping_14012605,0,0,0,
14012606,14,1,2,6,6,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012606,Man_Trapping_14012606,0,0,0,
14012607,14,1,2,6,7,런닝 트래핑,0,0,8,1.0 ,1,0,Trapping,Man_Trapping_14012607,Man_Trapping_14012607,0,0,0,
20011100,20,1,1,1,0,슈팅,0,0,0,1.5 ,1,0,Shoot,Man_Shoot_20011100,Woman_Shoot_20011100,0,0,0,
20011101,20,1,1,1,1,슈팅,0,45,0,1.5 ,1,0,Shoot,Man_Shoot_20011101,Woman_Shoot_20011101,0,0,0,
20011102,20,1,1,1,2,슈팅,0,90,0,1.5 ,1,0,Shoot,Man_Shoot_20011102,Woman_Shoot_20011102,0,0,0,
20011103,20,1,1,1,3,슈팅,0,135,0,1.5 ,1,0,Shoot,Man_Shoot_20011103,Woman_Shoot_20011103,0,0,0,
20011104,20,1,1,1,4,슈팅,0,180,0,1.5 ,1,0,Shoot,Man_Shoot_20011104,Woman_Shoot_20011104,0,0,0,
20011105,20,1,1,1,5,슈팅,0,225,0,1.5 ,1,0,Shoot,Man_Shoot_20011105,Woman_Shoot_20011105,0,0,0,
20011106,20,1,1,1,6,슈팅,0,270,0,1.5 ,1,0,Shoot,Man_Shoot_20011106,Woman_Shoot_20011106,0,0,0,
20011107,20,1,1,1,7,슈팅,0,315,0,1.5 ,1,0,Shoot,Man_Shoot_20011107,Woman_Shoot_20011107,0,0,0,
20111100,20,11,1,1,0,인프론트 슛,0,0,0,1.0 ,1,1011,Shoot,Man_Shoot_20111100,Man_Shoot_20111100,0,0,1011,
20111101,20,11,1,1,1,인프론트 슛,0,45,0,1.0 ,1,1011,Shoot,Man_Shoot_20111101,Man_Shoot_20111101,0,0,1011,
20111107,20,11,1,1,7,인프론트 슛,0,315,0,1.0 ,1,1011,Shoot,Man_Shoot_20111107,Man_Shoot_20111107,0,0,1011,
20121100,20,12,1,1,0,파워풀 슛,0,0,0,1.0 ,1,1012,Shoot,Man_Shoot_20121100,Man_Shoot_20121100,0,0,1012,
20121101,20,12,1,1,1,파워풀 슛,0,45,0,1.0 ,1,1012,Shoot,Man_Shoot_20121101,Man_Shoot_20121101,0,0,1012,
20121107,20,12,1,1,7,파워풀 슛,0,315,0,1.0 ,1,1012,Shoot,Man_Shoot_20121107,Man_Shoot_20121107,0,0,1012,
20131100,20,13,1,1,0,라보나 킥,0,0,0,1.0 ,1,1013,Shoot,Man_Shoot_20131100,Man_Shoot_20131100,0,0,1013,
20131101,20,13,1,1,1,라보나 킥,0,45,0,1.0 ,1,1013,Shoot,Man_Shoot_20131101,Man_Shoot_20131101,0,0,1013,
20131107,20,13,1,1,7,라보나 킥,0,315,0,1.0 ,1,1013,Shoot,Man_Shoot_20131107,Man_Shoot_20131107,0,0,1013,
20141100,20,14,1,1,0,턴라운드 킥,0,0,0,1.0 ,1,1014,Shoot,Man_Shoot_20141100,Man_Shoot_20141100,0,0,1014,
20141101,20,14,1,1,1,턴라운드 킥,0,45,0,1.0 ,1,1014,Shoot,Man_Shoot_20141101,Man_Shoot_20141101,0,0,1014,
20141107,20,14,1,1,7,턴라운드 킥,0,315,0,1.0 ,1,1014,Shoot,Man_Shoot_20141107,Man_Shoot_20141107,0,0,1014,
20151100,20,15,1,1,0,리어 슛,0,0,0,1.0 ,1,1015,Shoot,Man_Shoot_20151100,Man_Shoot_20151100,0,0,1015,
20151101,20,15,1,1,1,리어 슛,0,45,0,1.0 ,1,1015,Shoot,Man_Shoot_20151101,Man_Shoot_20151101,0,0,1015,
20151107,20,15,1,1,7,리어 슛,0,315,0,1.0 ,1,1015,Shoot,Man_Shoot_20151107,Man_Shoot_20151107,0,0,1015,
20161100,20,16,1,1,0,캐논 슛,0,0,0,1.0 ,1,1016,Shoot,Man_Shoot_20161100,Man_Shoot_20161100,0,0,1016,
20161101,20,16,1,1,1,캐논 슛,0,45,0,1.0 ,1,1016,Shoot,Man_Shoot_20161101,Man_Shoot_20161101,0,0,1016,
20161107,20,16,1,1,7,캐논 슛,0,315,0,1.0 ,1,1016,Shoot,Man_Shoot_20161107,Man_Shoot_20161107,0,0,1016,
20171100,20,17,1,1,0,UFO 슛,0,0,0,1.0 ,1,1017,Shoot,Man_Shoot_20171100,Man_Shoot_20171100,0,0,1017,
20171101,20,17,1,1,1,UFO 슛,0,45,0,1.0 ,1,1017,Shoot,Man_Shoot_20171101,Man_Shoot_20171101,0,0,1017,
20171107,20,17,1,1,7,UFO 슛,0,315,0,1.0 ,1,1017,Shoot,Man_Shoot_20171107,Man_Shoot_20171107,0,0,1017,
20511100,20,51,1,1,0,턴사이드 킥,0,0,0,1.0 ,1,1051,Shoot,Man_Shoot_20511100,Man_Shoot_20511100,10511,0,1051,
20511101,20,51,1,1,1,턴사이드 킥,0,45,0,1.0 ,1,1051,Shoot,Man_Shoot_20511101,Man_Shoot_20511101,10511,0,1051,
20511107,20,51,1,1,7,턴사이드 킥,0,315,0,1.0 ,1,1051,Shoot,Man_Shoot_20511107,Man_Shoot_20511107,10511,0,1051,
20511200,20,51,1,2,0,턴사이드 킥,0,0,0,1.0 ,1,1051,Shoot,Man_Shoot_20511200,Man_Shoot_20511200,10511,0,1051,
20511201,20,51,1,2,1,턴사이드 킥,0,45,0,1.0 ,1,1051,Shoot,Man_Shoot_20511201,Man_Shoot_20511201,10511,0,1051,
20511207,20,51,1,2,7,턴사이드 킥,0,315,0,1.0 ,1,1051,Shoot,Man_Shoot_20511207,Man_Shoot_20511207,10511,0,1051,
20521100,20,52,1,1,0,인스텝 슛,0,0,0,1.0 ,1,1052,Shoot,Man_Shoot_20521100,Man_Shoot_20521100,10521,0,1052,
20521101,20,52,1,1,1,인스텝 슛,0,45,0,1.0 ,1,1052,Shoot,Man_Shoot_20521101,Man_Shoot_20521101,10521,0,1052,
20521107,20,52,1,1,7,인스텝 슛,0,315,0,1.0 ,1,1052,Shoot,Man_Shoot_20521107,Man_Shoot_20521107,10521,0,1052,
20531103,20,53,1,1,3,터닝 슛,0,0,0,1.0 ,1,1053,Shoot,Man_Shoot_20531103,Man_Shoot_20531103,0,0,1053,
20531104,20,53,1,1,4,터닝 슛,0,45,0,1.0 ,1,1053,Shoot,Man_Shoot_20531104,Man_Shoot_20531104,0,0,1053,
20531105,20,53,1,1,5,터닝 슛,0,315,0,1.0 ,1,1053,Shoot,Man_Shoot_20531105,Man_Shoot_20531105,0,0,1053,
20012100,20,1,2,1,0,런닝 슈팅,0,0,0,1.5 ,1,0,Shoot,Man_Shoot_20012100,Woman_Shoot_20012100,0,0,0,
20012101,20,1,2,1,1,런닝 슈팅,0,45,0,1.5 ,1,0,Shoot,Man_Shoot_20012101,Woman_Shoot_20012101,0,0,0,
20012102,20,1,2,1,2,런닝 슈팅,0,90,0,1.5 ,1,0,Shoot,Man_Shoot_20012102,Woman_Shoot_20012102,0,0,0,
20012103,20,1,2,1,3,런닝 슈팅,0,135,0,1.5 ,1,0,Shoot,Man_Shoot_20012103,Woman_Shoot_20012103,0,0,0,
20012104,20,1,2,1,4,런닝 슈팅,0,180,0,1.5 ,1,0,Shoot,Man_Shoot_20012104,Woman_Shoot_20012104,0,0,0,
20012105,20,1,2,1,5,런닝 슈팅,0,225,0,1.5 ,1,0,Shoot,Man_Shoot_20012105,Woman_Shoot_20012105,0,0,0,
20012106,20,1,2,1,6,런닝 슈팅,0,270,0,1.5 ,1,0,Shoot,Man_Shoot_20012106,Woman_Shoot_20012106,0,0,0,
20012107,20,1,2,1,7,런닝 슈팅,0,315,0,1.5 ,1,0,Shoot,Man_Shoot_20012107,Woman_Shoot_20012107,0,0,0,
20112100,20,11,2,1,0,인프론트 슛,0,0,0,1.0 ,1,1011,Shoot,Man_Shoot_20112100,Man_Shoot_20112100,0,0,1011, O
20112101,20,11,2,1,1,인프론트 슛,0,45,0,1.0 ,1,1011,Shoot,Man_Shoot_20112101,Man_Shoot_20112101,0,0,1011, O
20112107,20,11,2,1,7,인프론트 슛,0,315,0,1.0 ,1,1011,Shoot,Man_Shoot_20112107,Man_Shoot_20112107,0,0,1011, O
20122100,20,12,2,1,0,파워풀 슛,0,0,0,1.0 ,1,1012,Shoot,Man_Shoot_20122100,Man_Shoot_20122100,0,0,1012,
20122101,20,12,2,1,1,파워풀 슛,0,45,0,1.0 ,1,1012,Shoot,Man_Shoot_20122101,Man_Shoot_20122101,0,0,1012,
20122107,20,12,2,1,7,파워풀 슛,0,315,0,1.0 ,1,1012,Shoot,Man_Shoot_20122107,Man_Shoot_20122107,0,0,1012,
20132100,20,13,2,1,0,라보나 킥,0,0,0,1.0 ,1,1013,Shoot,Man_Shoot_20132100,Man_Shoot_20132100,0,0,1013, O
20132101,20,13,2,1,1,라보나 킥,0,45,0,1.0 ,1,1013,Shoot,Man_Shoot_20132101,Man_Shoot_20132101,0,0,1013, O
20132107,20,13,2,1,7,라보나 킥,0,315,0,1.0 ,1,1013,Shoot,Man_Shoot_20132107,Man_Shoot_20132107,0,0,1013, O
20142100,20,14,2,1,0,턴라운드 킥,0,0,0,1.0 ,1,1014,Shoot,Man_Shoot_20142100,Man_Shoot_20142100,0,0,1014,
